[28Nov2023 19:39:17.625] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, MOD_DEV, --assetIndex, 5, --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --gameDir, ., --fml.forgeVersion, 46.0.14, --fml.mcVersion, 1.20, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230608.053357]
[28Nov2023 19:39:17.627] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8.1 by Eclipse Adoptium; OS Mac OS X arch aarch64 version 12.4
[28Nov2023 19:39:17.712] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/Users/haydenzamora/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%23119!/ Service=ModLauncher Env=CLIENT
[28Nov2023 19:39:17.947] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/javafmllanguage/1.20-46.0.14/a6405744022dfa25d0b0b60fadee46538a162723/javafmllanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.948] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/lowcodelanguage/1.20-46.0.14/d85c3d3a835e85b26ebf1adf7604a180762119a7/lowcodelanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.949] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/mclanguage/1.20-46.0.14/69e8fcee85250152d97775b0704885837b4b75fa/mclanguage-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:17.967] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /Users/haydenzamora/.gradle/caches/modules-2/files-2.1/net.minecraftforge/fmlcore/1.20-46.0.14/9d768efd192cfba2ab8d351cb392859ccf691710/fmlcore-1.20-46.0.14.jar is missing mods.toml file
[28Nov2023 19:39:18.010] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[28Nov2023 19:39:19.032] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[28Nov2023 19:39:19.037] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, /Users/haydenzamora/.gradle/caches/forge_gradle/assets, --assetIndex, 5]
[28Nov2023 19:39:19.427] [main/INFO] [mixin/]: Remapping refMap geckolib.refmap.json using /Users/haydenzamora/Documents/DarkCollectiveGit/build/createSrgToMcp/output.srg
[28Nov2023 19:39:22.595] [Datafixer Bootstrap/INFO] [com.mojang.datafixers.DataFixerBuilder/]: 188 Datafixer optimizations took 120 milliseconds
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/assets/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.693] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/Users/haydenzamora/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.20-46.0.14_mapped_official_1.20/forge-1.20-46.0.14_mapped_official_1.20-recomp.jar%23182!/data/.mcassetsroot' uses unexpected schema
[28Nov2023 19:39:23.718] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[28Nov2023 19:39:23.735] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[28Nov2023 19:39:23.838] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.1 build 7
[28Nov2023 19:39:24.508] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 46.0.14, for MC 1.20 with MCP 20230608.053357
[28Nov2023 19:39:24.510] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v46.0.14 Initialized
[28Nov2023 19:39:25.387] [Render thread/INFO] [net.minecraftforge.gametest.ForgeGameTestHooks/]: Enabled Gametest Namespaces: [darkcollective]
[28Nov2023 19:39:25.674] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, mod_resources
[28Nov2023 19:39:25.915] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 30.json, ignoring
[28Nov2023 19:39:25.915] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 9.json, ignoring
[28Nov2023 19:39:25.915] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 20.json, ignoring
[28Nov2023 19:39:25.915] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 23.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 20.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 10.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 2.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 21.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 19.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 5.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 15.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 4.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 14.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 18.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 20.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 3.json, ignoring
[28Nov2023 19:39:25.916] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 11.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 21.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 22.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 8.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 21.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 27.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 18.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 10.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 16.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 5.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 12.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 4.json, ignoring
[28Nov2023 19:39:25.917] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 3.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 17.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 8.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 14.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 17.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 20.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 3.json, ignoring
[28Nov2023 19:39:25.918] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 2.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 11.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 6.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 4.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 10.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 27.json, ignoring
[28Nov2023 19:39:25.919] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 11.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 14.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 8.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 6.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 9.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 16.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 14.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 17.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 14.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 2.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 23.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 12.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 3.json, ignoring
[28Nov2023 19:39:25.920] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 5.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 2.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 7.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 13.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 12.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 19.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 24.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 17.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 28.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 5.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 15.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 17.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 18.json, ignoring
[28Nov2023 19:39:25.921] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 7.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 18.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 23.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 12.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 22.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 9.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 21.json, ignoring
[28Nov2023 19:39:25.922] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 22.json, ignoring
[28Nov2023 19:39:25.923] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 24.json, ignoring
[28Nov2023 19:39:25.925] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 15.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 13.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 28.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 19.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 11.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 6.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 9.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 7.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 8.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 6.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 18.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_whitebricks 10.json, ignoring
[28Nov2023 19:39:25.926] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 7.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 14.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 12.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 25.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 23.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 8.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 20.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 23.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 13.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 22.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 19.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 16.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 19.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 6.json, ignoring
[28Nov2023 19:39:25.927] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 14.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 4.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 16.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 29.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 13.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 18.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 25.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 6.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 12.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 3.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/white_brick_lamp 4.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 13.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 2.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 22.json, ignoring
[28Nov2023 19:39:25.928] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 3.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 15.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 16.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 15.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/ore_refinerymk1 11.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 25.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_block 8.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 6.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 18.json, ignoring
[28Nov2023 19:39:25.929] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 9.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 14.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 8.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 24.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 27.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/black_stand 19.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 24.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_cobblestone 22.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles2 18.json, ignoring
[28Nov2023 19:39:25.930] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/atrivium_ore 13.json, ignoring
[28Nov2023 19:39:25.931] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/mothership_darktiles 15.json, ignoring
[28Nov2023 19:39:25.931] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/trivindium_ore 6.json, ignoring
[28Nov2023 19:39:25.931] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/meteorite_stone 12.json, ignoring
[28Nov2023 19:39:25.933] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/aernium_ore 11.json, ignoring
[28Nov2023 19:39:25.934] [Worker-Main-5/ERROR] [net.minecraft.Util/]: Invalid path in pack: darkcollective:blockstates/actrivium_ore 12.json, ignoring
